Geneid	gene_name	mock.FE01_40	PFK158.FE01_13	unlabled.FE01_22	mock.FE01_30	DMSO.FE01_41	DMSO.FE01_31	DMSO.FE01_21	PFK158.FE01_33	mock.FE01_10	DMSO.FE01_11	unlabled.FE01_12	unlabled.FE01_32	PFK158.FE01_23	PFK158.FE01_43	mock.FE01_20	unlabled.FE01_42
ENSG00000230772	VN1R108P	0	0	2	2	1	3	3	1	3	2	2	0	4	2	2	1
ENSG00000175170	FAM182B	9	19	13	5	7	12	20	13	22	14	20	3	22	14	24	17
ENSG00000275048	BSNDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250090	AL390198.2	1	1	1	2	2	5	1	2	0	1	0	0	2	2	0	0
ENSG00000274973	BSNDP2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228593	CFTRP1	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0
ENSG00000226203	LINC01733	0	2	0	0	0	0	3	0	0	2	7	0	0	2	5	1
ENSG00000231081	AL078587.1	14	11	15	23	19	25	22	43	22	15	15	18	15	29	26	27
ENSG00000204556	AL450124.1	31	31	55	66	51	82	43	68	37	37	49	33	44	110	65	123
ENSG00000125804	FAM182A	5	7	11	8	4	7	9	7	6	15	21	4	7	9	21	11
ENSG00000277508	BSNDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240108	NCOR1P1	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0
ENSG00000230440	AL391119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227195	MIR663AHG	4	3	8	5	6	6	6	10	4	4	4	2	2	0	9	6
ENSG00000238129	AL121904.1	3	0	3	1	0	0	1	0	3	2	5	1	5	1	0	1
ENSG00000284419	MIR663A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282826	FRG1CP	2	3	5	3	0	5	2	5	4	10	1	0	4	8	4	1
ENSG00000282870	FRG1DP	12	11	8	8	8	5	9	12	4	14	16	9	4	10	28	29
ENSG00000283568	RF00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283069	DUX4L32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282949	PCMTD1P7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000282894	DUX4L33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282935	DUX4L34	0	0	0	3	1	1	0	0	0	0	1	1	0	1	3	0
ENSG00000282842	FRG2EP	1	1	2	1	3	1	0	5	0	1	1	4	0	4	1	2
ENSG00000283123	RARRES2P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000282968	AGGF1P10	0	0	1	0	0	2	0	3	1	7	8	0	0	0	2	0
ENSG00000282911	DUX4L35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000282995	FRG1EP	10	19	16	15	9	6	16	17	9	16	20	13	13	11	34	35
ENSG00000283592	RF00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282921	CFTRP2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000283291	RF00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283005	CDC27P3	1	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000283433	RNA5SP532	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0
ENSG00000283020	DUX4L37	2	4	1	5	0	3	3	0	2	2	3	2	0	1	1	2
ENSG00000204555	CFTRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205611	LINC01597	0	1	3	1	1	1	3	1	0	0	0	2	0	0	0	3
ENSG00000200325	RF00019	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000231934	FAM242A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000149531	FRG1BP	577	606	808	577	612	601	616	703	635	655	962	355	655	670	1696	1927
ENSG00000238151	MLLT10P1	3	4	2	7	7	1	2	3	9	2	4	6	3	7	6	3
ENSG00000275877	RF00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283443	AC018688.1	5	2	0	4	6	2	1	1	0	1	5	2	2	2	8	4
ENSG00000277112	ANKRD20A21P	0	2	0	0	1	0	1	0	1	3	3	0	2	2	1	2
ENSG00000274385	RF00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275305	RNA5SP528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215547	DEFB115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215546	DKKL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224628	AL121723.1	6	6	7	9	11	10	6	5	8	6	1	8	3	5	9	2
ENSG00000215545	DEFB116	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000237929	RPL31P3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000236121	HAUS6P2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0
ENSG00000252649	RNA5SP480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000212717	DEFB117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131068	DEFB118	0	0	0	0	0	0	0	1	1	2	6	0	0	0	0	0
ENSG00000212134	RF00561	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
ENSG00000180483	DEFB119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204548	DEFB121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204547	DEFB122	0	0	0	0	1	0	0	1	0	2	2	0	0	0	4	0
ENSG00000180424	DEFB123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180383	DEFB124	0	0	0	0	1	3	0	0	0	1	2	0	0	0	1	0
ENSG00000088320	REM1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000233354	LINC00028	0	1	0	0	0	0	0	2	0	10	9	0	0	1	0	0
ENSG00000101294	HM13	7733	9148	11277	9232	9627	11389	10216	10785	11788	14726	16390	6742	9062	12064	20013	20595
ENSG00000274364	AL110115.1	8	18	9	15	10	8	9	15	12	24	19	12	3	11	30	49
ENSG00000101898	MCTS2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235313	HM13-IT1	36	39	61	38	51	60	54	82	69	92	83	30	39	64	171	141
ENSG00000230613	HM13-AS1	3	4	7	7	4	4	4	6	11	9	6	0	3	2	16	13
ENSG00000278276	AL110115.2	0	1	0	3	0	1	1	1	0	3	1	1	2	1	1	0
ENSG00000201770	RNU6-384P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125968	ID1	1743	2526	4544	2207	1041	1311	2330	1467	2617	4659	7365	2593	2157	1531	6873	7018
ENSG00000264395	MIR3193	1	2	1	2	0	0	0	1	1	1	0	0	1	0	0	0
ENSG00000131055	COX4I2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
ENSG00000171552	BCL2L1	776	853	1073	778	759	831	905	823	962	1572	1696	582	875	885	2540	1892
ENSG00000236559	AL117381.1	1	1	3	2	7	2	0	1	2	4	0	0	3	4	1	1
ENSG00000281376	ABALON	8	7	13	16	6	13	15	11	6	9	28	7	22	17	15	14
ENSG00000088325	TPX2	7995	8211	8000	6392	6630	7212	7944	6349	11014	8669	11833	3572	9137	8188	16766	10872
ENSG00000230801	AL160175.1	0	0	0	0	4	0	0	4	4	4	0	0	0	0	1	1
ENSG00000101306	MYLK2	19	13	14	20	10	9	16	7	39	50	55	6	13	14	49	21
ENSG00000179772	FOXS1	0	1	0	0	2	1	3	0	0	2	1	0	0	0	4	0
ENSG00000149599	DUSP15	134	198	214	249	158	228	174	258	198	407	586	240	176	161	570	515
ENSG00000131044	TTLL9	18	17	18	15	16	10	17	16	28	16	36	11	21	19	29	15
ENSG00000199497	RNU1-94P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000088356	PDRG1	1686	2642	2948	1828	1565	1694	2260	1893	2493	4323	5592	1532	1815	1965	5098	4829
ENSG00000260903	XKR7	0	18	8	5	7	8	11	10	6	28	58	0	13	12	13	18
ENSG00000278012	AL031658.2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5
ENSG00000252623	RNA5SP481	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
ENSG00000101331	CCM2L	24	42	31	17	25	19	42	19	34	51	73	20	33	25	81	55
ENSG00000226239	AL031658.1	4	4	3	6	0	2	0	2	4	12	7	1	8	3	8	5
ENSG00000212571	RNA5SP482	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101336	HCK	0	4	6	1	1	0	1	1	1	6	4	0	4	0	4	5
ENSG00000101337	TM9SF4	2982	2842	3040	2754	3232	3384	3288	2834	4438	3495	4492	1526	3837	4306	5278	4226
ENSG00000275576	AL049539.1	13	11	10	7	20	10	21	11	19	28	13	13	12	12	32	9
ENSG00000224452	RSL24D1P6	3	15	4	7	4	5	7	5	6	9	5	2	4	6	15	9
ENSG00000235217	TSPY26P	28	32	5	28	33	42	36	34	60	33	20	9	26	35	55	14
ENSG00000126003	PLAGL2	1718	1264	1499	1224	1553	1453	1520	1211	2304	1762	2182	807	2096	1928	3197	2214
ENSG00000101346	POFUT1	4165	4709	4825	4604	4515	4647	4575	4574	6728	5299	7699	2688	5456	6293	8905	6680
ENSG00000284125	MIR1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101350	KIF3B	2927	2926	3255	2343	2656	2518	3201	2853	3824	3511	4484	1487	3358	3761	6706	5275
ENSG00000277692	AL121583.1	5	4	6	3	1	0	1	5	6	14	7	3	3	2	20	12
ENSG00000171456	ASXL1	2958	2713	3069	2732	3025	3083	3403	2783	4418	3967	4941	1604	3846	4305	6158	4083
ENSG00000197183	NOL4L	529	430	546	460	470	547	576	491	779	556	836	285	757	662	1005	764
ENSG00000236772	AL034550.1	4	2	0	3	3	5	5	4	7	11	9	0	4	4	6	0
ENSG00000277301	AL034550.2	2	3	3	0	0	1	2	1	9	8	8	3	6	2	20	5
ENSG00000233293	AL133343.2	2	2	3	1	6	4	8	3	5	7	8	1	5	7	17	8
ENSG00000204393	NOL4L-DT	2	1	0	1	0	0	1	1	0	0	2	1	1	0	1	2
ENSG00000228156	AL133343.1	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	1
ENSG00000198547	C20orf203	1	1	1	2	2	1	1	2	1	3	7	4	1	2	5	2
ENSG00000285382	FO393400.1	1	1	0	1	0	0	0	2	1	8	8	2	0	0	2	0
ENSG00000175730	BAK1P1	15	8	2	7	3	8	9	6	11	5	9	3	10	7	8	5
ENSG00000149600	COMMD7	1429	2193	1945	1601	1325	1518	1707	1785	1793	3113	3332	1272	1360	1568	4107	4187
ENSG00000088305	DNMT3B	1254	1328	1293	1222	1268	1293	1316	1200	1954	1481	1939	591	1743	1751	2525	1569
ENSG00000101367	MAPRE1	11098	11636	13006	10466	10822	10938	11319	10861	14011	12289	16749	6039	13081	13770	23378	19036
ENSG00000260536	AL035071.2	2	6	3	3	9	9	8	6	7	4	2	1	5	13	9	3
ENSG00000260257	AL035071.1	195	97	193	170	135	227	158	215	195	242	206	204	116	149	386	451
ENSG00000215529	EFCAB8	4	4	0	2	7	8	6	2	8	8	11	1	3	11	10	1
ENSG00000167098	SUN5	1	0	0	1	0	0	1	1	0	0	0	1	0	0	3	0
ENSG00000078898	BPIFB2	1	0	1	1	0	0	0	0	0	0	1	2	0	0	2	0
ENSG00000167104	BPIFB6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
ENSG00000214245	PUDPP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186190	BPIFB3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000186191	BPIFB4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
ENSG00000131050	BPIFA2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1
ENSG00000237662	SOCS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000183566	BPIFA4P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224876	AL121901.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000131059	BPIFA3	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0
ENSG00000198183	BPIFA1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000233106	RPL12P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125999	BPIFB1	6	9	5	3	2	3	6	16	15	12	17	5	3	2	7	7
ENSG00000233146	BPIFB5P	0	2	0	0	0	1	0	1	4	5	5	0	1	2	8	0
ENSG00000125997	BPIFB9P	4	8	2	5	6	3	5	3	13	12	5	1	5	4	22	7
ENSG00000101391	CDK5RAP1	1373	1859	1992	1331	1489	1749	1796	1888	1943	2503	3084	1211	1654	1880	3953	3836
ENSG00000101400	SNTA1	1358	1845	1671	2216	1412	1776	1724	1610	2133	3394	4192	1294	1625	1811	4018	3314
ENSG00000078699	CBFA2T2	849	872	917	701	680	746	912	840	1133	1119	1422	542	1083	1043	1975	1391
ENSG00000275223	AL121906.2	8	15	10	10	12	15	24	13	22	26	32	12	15	15	34	15
ENSG00000125967	NECAB3	1212	1463	1451	1490	1215	1402	1416	1237	1716	2531	3060	956	1315	1573	3082	2723
ENSG00000149609	C20orf144	12	13	5	14	13	16	18	14	22	21	11	4	12	21	25	9
ENSG00000182584	ACTL10	14	26	28	20	18	19	21	35	24	53	64	14	33	34	42	44
ENSG00000271803	AL121906.1	2	4	2	7	2	2	4	0	9	4	10	2	6	6	7	6
ENSG00000101412	E2F1	5781	7026	8011	6513	6002	7150	7682	7633	7852	11637	14068	5751	6344	7798	18856	15504
ENSG00000101417	PXMP4	408	469	520	509	405	447	473	456	526	691	906	360	478	562	1030	979
ENSG00000229188	AL050349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131061	ZNF341	135	95	135	86	102	96	164	96	174	231	229	58	196	138	359	153
ENSG00000230837	RPL31P2	8	7	13	35	12	15	22	16	18	9	7	8	5	13	7	11
ENSG00000230753	ZNF341-AS1	1	2	0	2	0	0	0	0	1	3	3	1	3	3	4	1
ENSG00000101421	CHMP4B	5156	6386	6674	4584	4359	4669	5486	4979	6295	9386	10557	3035	5424	5476	14520	11285
ENSG00000214200	TPM3P2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228958	PIGPP3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000285230	RALY-AS1	135	217	206	183	193	198	201	160	196	253	328	116	178	231	424	429
ENSG00000125970	RALY	8504	10623	11164	9751	8415	9421	9686	9954	11011	17795	20432	6607	9495	10779	26815	21222
ENSG00000228386	AL031668.1	4	2	3	4	6	8	10	6	11	5	0	2	7	16	10	1
ENSG00000264616	MIR4755	1	0	0	2	3	5	3	3	3	1	7	0	0	0	4	1
ENSG00000125977	EIF2S2	23747	26599	45326	24360	26692	27523	28790	33365	22865	35615	45670	20949	21718	28996	85829	116254
ENSG00000225246	RPS2P1	1	0	0	2	2	0	0	2	1	5	5	0	1	0	0	0
ENSG00000101440	ASIP	15	10	14	12	12	10	31	7	28	27	31	9	14	11	44	22
ENSG00000214185	XPOTP1	9	6	12	10	16	21	19	14	18	4	1	4	22	44	7	4
ENSG00000250917	AL035458.2	44	90	56	60	30	55	26	52	54	63	134	47	32	45	106	105
ENSG00000236456	AL035458.1	10	13	19	13	22	11	16	17	35	14	21	6	18	19	20	19
ENSG00000101444	AHCY	18225	24894	25367	26862	20691	23300	22598	23193	27150	34796	46688	16438	22175	25727	49324	45065
ENSG00000272945	AL356299.2	18	28	7	23	20	25	24	25	41	54	34	15	22	28	33	34
ENSG00000234087	AL356299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078747	ITCH	2883	3234	4104	3449	3560	3096	3295	3154	3705	2952	5065	1884	3952	4541	6287	6367
ENSG00000201498	RF00019	2	0	0	3	0	2	2	4	1	6	1	0	0	1	0	3
ENSG00000234933	CDC42P1	1	3	1	3	3	1	3	2	5	1	2	0	3	4	2	0
ENSG00000236388	ITCH-AS1	1	0	0	4	0	9	5	4	2	11	2	1	1	3	8	2
ENSG00000231795	ITCH-IT1	2	5	1	8	3	5	8	3	6	3	12	5	4	3	18	9
ENSG00000207997	MIR644A	1	0	0	3	1	1	0	0	5	2	1	2	0	3	0	0
ENSG00000181741	FDX1P1	3	1	5	4	5	7	0	1	6	4	0	1	3	6	6	2
ENSG00000277558	AL109923.1	0	0	0	2	2	1	2	0	3	2	0	0	3	2	5	0
ENSG00000125971	DYNLRB1	4487	5102	5580	3873	3705	4312	4593	4471	5464	7594	8596	2916	4450	4740	12340	10389
ENSG00000206582	RF00019	1	0	1	0	1	1	0	3	2	0	1	0	3	3	0	0
ENSG00000101460	MAP1LC3A	4	5	1	7	7	4	5	9	7	17	8	0	8	6	11	11
ENSG00000101464	PIGU	2139	2084	2519	1935	1870	2166	2032	2374	2474	3197	3508	1554	2054	2414	5147	5527
ENSG00000231034	AL118520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198646	NCOA6	1482	1322	1628	1353	1656	1562	1824	1438	2032	1610	2093	781	2271	2434	2910	2274
ENSG00000078804	TP53INP2	785	662	645	718	763	855	682	694	1224	785	1094	398	944	1046	1373	970
ENSG00000225336	HMGB3P1	0	2	1	0	0	0	1	0	2	1	0	0	0	0	3	1
ENSG00000131067	GGT7	1557	1744	1612	2081	1558	1980	1808	1760	2503	2822	3716	1110	1676	2054	2973	2440
ENSG00000131069	ACSS2	931	984	887	911	853	1008	950	917	1303	1269	1601	604	974	1164	2045	1480
ENSG00000100983	GSS	4012	4932	5298	4605	4234	4673	4959	4710	4782	6863	8642	3220	4475	5203	10970	8978
ENSG00000078814	MYH7B	7	26	14	34	25	36	38	32	27	66	45	9	30	47	44	25
ENSG00000207635	MIR499A	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000283441	MIR499B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100991	TRPC4AP	4164	4734	4500	4840	4437	4854	5068	4825	5648	6323	8563	2854	4908	5611	10677	7585
ENSG00000202150	RNU6-407P	11	5	7	6	11	6	4	13	10	5	22	8	7	2	36	21
ENSG00000088298	EDEM2	892	1132	1260	1179	1158	1405	1091	1242	1427	1666	2046	766	962	1283	2164	2281
ENSG00000201151	RF00275	8	0	1	5	1	2	3	2	2	3	1	0	2	4	1	3
ENSG00000101000	PROCR	1040	1750	1502	1828	1092	1301	1357	1267	2044	2460	3699	1040	1221	1206	2617	2931
ENSG00000278367	AL356652.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200301	RNA5SP483	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000126005	MMP24OS	1422	1495	1766	1331	1417	1590	1843	1634	1459	2556	2826	1150	1566	1836	4758	3731
ENSG00000229230	MT1P3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000125966	MMP24	34	30	25	29	36	40	31	46	46	55	51	24	38	53	55	22
ENSG00000279253	AL121753.2	38	30	34	24	18	10	44	13	36	58	31	10	38	31	59	39
ENSG00000261582	AL121753.1	5	3	0	2	1	0	1	0	1	0	4	1	6	2	1	0
ENSG00000242372	EIF6	3791	4809	5768	4466	4122	4414	4811	4720	5337	8477	9686	3535	4457	5183	10999	11567
ENSG00000235214	FAM83C-AS1	8	6	4	5	2	4	11	3	4	21	12	4	3	4	29	6
ENSG00000125998	FAM83C	0	3	1	0	0	0	1	0	0	1	1	0	0	0	2	3
ENSG00000101019	UQCC1	2098	2628	2647	1991	1896	2056	2417	2074	2958	2972	3890	1215	2486	2536	4932	3472
ENSG00000204183	GDF5OS	2	1	1	1	3	0	0	1	0	1	1	1	0	0	3	2
ENSG00000125965	GDF5	1	4	3	3	2	7	3	5	6	4	13	7	3	2	10	5
ENSG00000221763	MIR1289-1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0
ENSG00000126001	CEP250	1677	1528	1810	1481	2051	2270	2391	2040	2617	2300	2488	1066	2381	3062	3762	2591
ENSG00000230155	FO393401.1	3	1	3	4	7	3	8	9	6	3	7	1	1	6	2	4
ENSG00000242507	FO393401.2	1	1	1	0	0	1	2	4	2	0	3	0	1	2	1	0
ENSG00000125975	C20orf173	0	1	0	1	1	1	0	1	1	0	2	0	0	3	1	3
ENSG00000125991	ERGIC3	11669	15550	15018	15023	11646	13491	14766	13774	17944	23740	29373	9481	12076	13584	32187	26889
ENSG00000224497	RPL36P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088340	FER1L4	181	198	137	157	142	188	247	185	314	387	364	111	261	215	391	239
ENSG00000227401	RPL37P1	0	2	0	1	0	0	1	2	6	1	1	1	1	0	2	0
ENSG00000061656	SPAG4	333	591	413	431	341	381	470	477	619	1095	1257	354	376	423	1047	826
ENSG00000214078	CPNE1	2973	2957	3014	2798	2863	3074	3258	2972	3886	4579	5290	1893	3006	3573	7332	5102
ENSG00000272897	AL109827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222460	RN7SKP271	3	6	1	11	9	9	7	9	6	8	6	0	11	6	7	7
ENSG00000252549	RNU6-759P	2	2	2	2	3	3	7	4	3	3	4	5	2	4	7	3
ENSG00000244462	RBM12	7577	8394	6984	7741	6002	6486	6460	6444	10927	7880	12114	3820	8460	7785	14254	9580
ENSG00000244005	NFS1	1070	1186	1460	1035	1085	1048	1301	1122	1384	1309	1907	714	1381	1454	2812	2407
ENSG00000125995	ROMO1	5293	7380	9189	5635	4437	4720	6979	6242	7034	15015	21941	5497	4682	4817	26837	24179
ENSG00000131051	RBM39	14022	15603	18058	16997	13510	14713	14334	14181	19057	17913	25181	10417	15590	19251	29623	31660
ENSG00000225357	RPF2P1	7	4	3	4	8	8	8	5	3	5	12	5	8	4	7	3
ENSG00000283527	RF00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000025293	PHF20	3028	3475	3970	3010	2816	2903	3186	3265	3586	4009	5597	2100	3442	3759	7926	7216
ENSG00000234274	COX7BP2	0	1	0	0	1	1	2	0	0	0	0	0	0	3	2	2
ENSG00000199676	RF00019	2	4	4	4	1	1	4	5	1	6	5	10	2	0	18	16
ENSG00000219608	HIGD1AP16	5	1	1	4	4	2	4	7	10	2	0	1	6	4	4	5
ENSG00000201221	RNU4-40P	0	6	4	0	2	0	1	4	0	11	17	3	0	0	14	8
ENSG00000207053	RNU6-937P	1	1	3	0	1	1	0	1	5	1	0	0	2	1	11	1
ENSG00000171222	SCAND1	3053	4314	4366	3558	2530	2978	4084	3459	3393	9661	13171	3405	2698	2812	14624	12560
ENSG00000149646	CNBD2	23	35	35	26	26	37	46	33	32	56	56	27	26	37	87	62
ENSG00000260032	NORAD	13665	11429	14513	11823	13631	11748	13430	11563	15231	11561	16734	6693	15548	16813	27509	22449
ENSG00000234139	AL035420.1	0	2	0	1	0	4	6	4	3	5	4	3	3	2	10	1
ENSG00000277235	AL035420.3	7	10	7	2	2	6	4	10	5	11	19	5	4	12	27	24
ENSG00000231470	HMGB3P2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000237063	AL035420.2	2	2	0	0	0	1	1	0	3	1	3	1	1	0	0	2
ENSG00000088367	EPB41L1	1448	1427	1336	1412	1337	1475	1503	1294	2402	1774	2274	608	1958	2025	2855	1614
ENSG00000232406	AL121895.1	2	0	4	5	1	2	3	1	3	12	5	1	2	5	14	2
ENSG00000278035	AL121895.2	1	1	5	1	1	0	1	1	2	1	6	0	2	2	4	2
ENSG00000131043	AAR2	2294	2086	2311	1933	1784	2027	2068	1805	2779	3105	3589	1076	2422	2464	4645	3190
ENSG00000080845	DLGAP4	594	535	573	578	649	681	703	617	781	757	990	356	807	938	1209	976
ENSG00000232907	DLGAP4-AS1	49	84	81	45	33	48	61	58	63	77	141	43	65	65	117	109
ENSG00000101335	MYL9	180	223	185	170	149	168	224	165	211	354	367	116	153	191	456	337
ENSG00000273986	RF00017	1	1	0	0	1	1	1	2	0	0	11	0	1	0	1	1
ENSG00000118707	TGIF2	1682	1788	2051	1560	1442	1660	1827	1691	2075	2657	2842	1250	1883	1947	4585	3187
ENSG00000259399	TGIF2-RAB5IF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101084	RAB5IF	566	676	739	733	473	491	753	446	978	1918	2494	275	647	577	2238	1416
ENSG00000101082	SLA2	11	20	14	18	25	21	12	28	24	41	25	10	20	28	20	39
ENSG00000227688	HNRNPA3P2	0	2	0	1	2	1	2	0	5	4	1	0	4	1	15	0
ENSG00000101079	NDRG3	2097	2142	2527	2130	2218	2481	2238	2336	2820	2221	3272	1188	2657	2800	4205	3659
ENSG00000202255	RF00019	0	0	0	0	0	0	1	2	0	2	2	0	0	1	1	1
ENSG00000149636	DSN1	4200	4992	5752	5693	4196	4771	4733	5491	5462	5832	8169	3582	4771	5358	10795	11948
ENSG00000149639	SOGA1	1804	1152	1378	1183	1359	1119	1740	1098	2561	1883	2079	605	2347	2303	2948	1381
ENSG00000242509	RN7SL156P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101342	TLDC2	0	5	0	4	1	1	1	2	4	7	4	0	2	4	9	4
ENSG00000101347	SAMHD1	1927	1984	2168	1762	1914	1747	2024	1895	2554	2268	3333	1182	2283	2622	4718	3585
ENSG00000080839	RBL1	1615	1404	1824	1709	2081	2066	1717	2071	1960	1424	2082	1123	2173	2865	2929	3135
ENSG00000231241	RPS3AP3	5	8	15	3	6	7	5	7	6	13	4	7	5	8	23	25
ENSG00000226144	RPS27AP3	0	3	2	2	3	3	7	4	1	4	0	3	1	4	0	6
ENSG00000269846	AL136172.1	26	49	27	32	18	31	51	35	54	78	56	14	36	38	96	44
ENSG00000101353	MROH8	88	156	113	91	89	88	92	116	126	219	279	76	79	93	198	202
ENSG00000236159	AL031659.1	2	0	2	0	0	0	1	0	1	3	8	2	0	0	3	0
ENSG00000118705	RPN2	16771	17806	21139	16707	18468	20748	19126	19823	23804	23377	25493	11453	18712	23271	35449	38716
ENSG00000118702	GHRH	0	1	0	0	0	2	0	0	1	0	0	0	0	0	5	1
ENSG00000101363	MANBAL	1818	2139	2249	1957	1600	1909	1849	1962	2973	3377	3812	1078	2091	2409	4019	3436
ENSG00000286240	AL034422.1	13	5	2	2	0	0	5	3	2	1	10	1	4	3	11	1
ENSG00000197122	SRC	2026	1935	2065	2069	2066	2135	2216	1869	3010	2632	3667	856	2680	2921	4224	2785
ENSG00000213979	RPL7AP14	0	1	2	2	1	0	0	0	0	0	8	0	0	1	3	1
ENSG00000166619	BLCAP	2302	2534	2549	1861	1754	1932	2217	1991	3342	3648	4499	1499	2128	2367	6307	4445
ENSG00000053438	NNAT	12	14	8	19	6	25	16	17	36	43	14	2	18	24	29	14
ENSG00000276603	AL109614.1	3	2	5	9	5	12	5	13	14	5	6	3	8	5	10	3
ENSG00000235044	PPIAP3	4	8	1	0	4	1	2	4	1	9	4	0	4	2	7	3
ENSG00000274469	LINC01746	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
